scope,metric,n,eligible_papers,mean,median,q1,q3,min,max,paper_normalized_mean,paper_normalized_median,conference_equal_paper_normalized_mean
module=appendix_C.4,table_row_groups,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C.4,decimal_precision,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.5,caption_words,1,1,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
module=appendix_C.5,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.5,font_size_min,1,1,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
module=appendix_C.5,font_size_median,1,1,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
module=appendix_C.5,font_size_max,1,1,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
module=appendix_C.5,table_rows,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=appendix_C.5,table_columns,1,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
module=appendix_C.5,table_header_levels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_C.5,table_row_groups,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C.5,decimal_precision,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.6,caption_words,1,1,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
module=appendix_C.6,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.6,font_size_min,1,1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
module=appendix_C.6,font_size_median,1,1,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
module=appendix_C.6,font_size_max,1,1,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
module=appendix_C.6,table_rows,1,1,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
module=appendix_C.6,table_columns,1,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
module=appendix_C.6,table_header_levels,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_C.6,table_row_groups,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.6,decimal_precision,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_C.7,caption_words,1,1,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
module=appendix_C.7,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.7,font_size_min,1,1,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
module=appendix_C.7,font_size_median,1,1,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
module=appendix_C.7,font_size_max,1,1,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
module=appendix_C.7,table_rows,1,1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
module=appendix_C.7,table_columns,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=appendix_C.7,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.7,table_row_groups,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_C.7,decimal_precision,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.8,caption_words,2,1,33.0,33.0,31.5,34.5,30.0,36.0,33.0,33.0,33.0
module=appendix_C.8,panels,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.8,font_size_min,2,1,5.15,5.15,4.825,5.475,4.5,5.8,5.15,5.15,5.15
module=appendix_C.8,font_size_median,2,1,5.15,5.15,4.825,5.475,4.5,5.8,5.15,5.15,5.15
module=appendix_C.8,font_size_max,2,1,5.6,5.6,5.3,5.9,5.0,6.2,5.6,5.6,5.6
module=appendix_C.8,table_rows,2,1,15.5,15.5,12.75,18.25,10.0,21.0,15.5,15.5,15.5
module=appendix_C.8,table_columns,2,1,15.0,15.0,12.0,18.0,9.0,21.0,15.0,15.0,15.0
module=appendix_C.8,table_header_levels,2,1,1.5,1.5,1.25,1.75,1.0,2.0,1.5,1.5,1.5
module=appendix_C.8,table_row_groups,2,1,4.0,4.0,3.5,4.5,3.0,5.0,4.0,4.0,4.0
module=appendix_C.8,decimal_precision,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.9,caption_words,1,1,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
module=appendix_C.9,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.9,font_size_min,1,1,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
module=appendix_C.9,font_size_median,1,1,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
module=appendix_C.9,font_size_max,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_C.9,table_rows,1,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
module=appendix_C.9,table_columns,1,1,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
module=appendix_C.9,table_header_levels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_C.9,table_row_groups,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_C.9,decimal_precision,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C.9.1,caption_words,3,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
module=appendix_C.9.1,panels,3,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=appendix_C.9.1,series,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C.9.1,legend_items,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C.9.1,annotations,3,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=appendix_C.9.1,complexity,3,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_C.9.1,font_size_min,3,1,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
module=appendix_C.9.1,font_size_median,3,1,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
module=appendix_C.9.1,font_size_max,3,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
module=appendix_C.9.1,color_count,3,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_C.9.1,marker_types,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C.9.1,line_styles,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C.9.1,reference_lines,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C.9.1,line_width_pt,3,1,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
module=appendix_C1,caption_words,1,1,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
module=appendix_C1,panels,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=appendix_C1,series,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=appendix_C1,legend_items,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=appendix_C1,annotations,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=appendix_C1,data_marks_estimate,1,1,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0
module=appendix_C1,complexity,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_C1,font_size_min,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_C1,font_size_median,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=appendix_C1,font_size_max,1,1,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
module=appendix_C1,color_count,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=appendix_C1,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C1,line_styles,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_C1,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C1,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=appendix_C1_language_modeling,caption_words,5,1,33.2,28.0,24.0,43.0,6.0,65.0,33.2,33.2,33.2
module=appendix_C1_language_modeling,panels,5,1,1.2,1.0,1.0,1.0,1.0,2.0,1.2,1.2,1.2
module=appendix_C1_language_modeling,series,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_C1_language_modeling,legend_items,2,1,2.0,2.0,1.0,3.0,0.0,4.0,2.0,2.0,2.0
module=appendix_C1_language_modeling,annotations,2,1,6.0,6.0,5.0,7.0,4.0,8.0,6.0,6.0,6.0
module=appendix_C1_language_modeling,data_marks_estimate,2,1,156.0,156.0,84.0,228.0,12.0,300.0,156.0,156.0,156.0
module=appendix_C1_language_modeling,complexity,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_C1_language_modeling,font_size_min,5,1,7.0,7.5,6.0,8.0,5.5,8.0,7.0,7.0,7.0
module=appendix_C1_language_modeling,font_size_median,5,1,7.7,8.0,7.5,8.0,7.0,8.0,7.7,7.7,7.7
module=appendix_C1_language_modeling,font_size_max,5,1,8.5,8.0,8.0,9.0,7.5,10.0,8.5,8.5,8.5
module=appendix_C1_language_modeling,color_count,2,1,4.5,4.5,4.25,4.75,4.0,5.0,4.5,4.5,4.5
module=appendix_C1_language_modeling,marker_types,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C1_language_modeling,line_styles,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C1_language_modeling,reference_lines,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C1_language_modeling,line_width_pt,2,1,0.95,0.95,0.925,0.975,0.9,1.0,0.95,0.95,0.95
module=appendix_C1_language_modeling,table_rows,3,1,12.0,16.0,10.0,16.0,4.0,16.0,12.0,12.0,12.0
module=appendix_C1_language_modeling,table_columns,3,1,10.0,9.0,8.5,11.0,8.0,13.0,10.0,10.0,10.0
module=appendix_C1_language_modeling,table_header_levels,3,1,1.333333,1.0,1.0,1.5,1.0,2.0,1.333333,1.333333,1.333333
module=appendix_C1_language_modeling,table_row_groups,3,1,3.0,4.0,2.5,4.0,1.0,4.0,3.0,3.0,3.0
module=appendix_C1_language_modeling,decimal_precision,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_C_ggb_prompt,caption_words,1,1,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
module=appendix_C_ggb_prompt,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C_ggb_prompt,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_ggb_prompt,annotations,1,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
module=appendix_C_ggb_prompt,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_C_ggb_prompt,font_size_min,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=appendix_C_ggb_prompt,font_size_median,1,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
module=appendix_C_ggb_prompt,font_size_max,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=appendix_C_ggb_prompt,color_count,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_C_ggb_prompt,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_ggb_prompt,line_styles,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_ggb_prompt,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_ggb_prompt,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=appendix_C_parser_prompt,caption_words,1,1,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
module=appendix_C_parser_prompt,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C_parser_prompt,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_parser_prompt,annotations,1,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
module=appendix_C_parser_prompt,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_C_parser_prompt,font_size_min,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=appendix_C_parser_prompt,font_size_median,1,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
module=appendix_C_parser_prompt,font_size_max,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=appendix_C_parser_prompt,color_count,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_C_parser_prompt,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_parser_prompt,line_styles,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_parser_prompt,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_parser_prompt,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=appendix_C_vlm_prompt,caption_words,1,1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
module=appendix_C_vlm_prompt,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_C_vlm_prompt,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_vlm_prompt,annotations,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=appendix_C_vlm_prompt,complexity,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_C_vlm_prompt,font_size_min,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=appendix_C_vlm_prompt,font_size_median,1,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
module=appendix_C_vlm_prompt,font_size_max,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=appendix_C_vlm_prompt,color_count,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_C_vlm_prompt,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_vlm_prompt,line_styles,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_vlm_prompt,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_C_vlm_prompt,line_width_pt,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
module=appendix_D,caption_words,3,3,72.666667,58.0,34.0,104.0,10.0,150.0,72.666667,58.0,57.0
module=appendix_D,panels,3,3,1.666667,1.0,1.0,2.0,1.0,3.0,1.666667,1.0,1.5
module=appendix_D,series,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_D,legend_items,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_D,annotations,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_D,data_marks_estimate,1,1,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
module=appendix_D,complexity,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_D,font_size_min,3,3,7.733333,8.5,7.25,8.6,6.0,8.7,7.733333,8.5,7.975
module=appendix_D,font_size_median,3,3,8.4,8.5,8.25,8.6,8.0,8.7,8.4,8.5,8.475
module=appendix_D,font_size_max,3,3,9.566667,9.0,8.85,10.0,8.7,11.0,9.566667,9.0,9.35
module=appendix_D,color_count,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=appendix_D,marker_types,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_D,line_styles,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_D,reference_lines,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_D,line_width_pt,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
module=appendix_D,table_rows,2,2,5.0,5.0,4.5,5.5,4.0,6.0,5.0,5.0,5.0
module=appendix_D,table_columns,2,2,6.0,6.0,5.5,6.5,5.0,7.0,6.0,6.0,6.0
module=appendix_D,table_header_levels,2,2,2.0,2.0,1.5,2.5,1.0,3.0,2.0,2.0,2.0
module=appendix_D,table_row_groups,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_D,decimal_precision,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_D2_solver_implementations,caption_words,2,1,142.5,142.5,141.25,143.75,140.0,145.0,142.5,142.5,142.5
module=appendix_D2_solver_implementations,panels,2,1,3.5,3.5,3.25,3.75,3.0,4.0,3.5,3.5,3.5
module=appendix_D2_solver_implementations,legend_items,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_D2_solver_implementations,annotations,2,1,9.0,9.0,8.5,9.5,8.0,10.0,9.0,9.0,9.0
module=appendix_D2_solver_implementations,data_marks_estimate,2,1,140.0,140.0,135.0,145.0,130.0,150.0,140.0,140.0,140.0
module=appendix_D2_solver_implementations,complexity,2,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_D2_solver_implementations,font_size_min,2,1,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
module=appendix_D2_solver_implementations,font_size_median,2,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=appendix_D2_solver_implementations,font_size_max,2,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=appendix_D2_solver_implementations,color_count,2,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_D2_solver_implementations,line_styles,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_D2_solver_implementations,reference_lines,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_D2_solver_implementations,line_width_pt,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_D_category_scores,caption_words,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_D_category_scores,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_D_category_scores,series,1,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
module=appendix_D_category_scores,legend_items,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_D_category_scores,annotations,1,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
module=appendix_D_category_scores,data_marks_estimate,1,1,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0
module=appendix_D_category_scores,complexity,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_D_category_scores,font_size_min,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=appendix_D_category_scores,font_size_median,1,1,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
module=appendix_D_category_scores,font_size_max,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=appendix_D_category_scores,color_count,1,1,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
module=appendix_D_category_scores,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_D_category_scores,line_styles,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_D_category_scores,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_D_category_scores,line_width_pt,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
module=appendix_E,caption_words,2,2,12.0,12.0,11.5,12.5,11.0,13.0,12.0,12.0,12.0
module=appendix_E,panels,2,2,1.5,1.5,1.25,1.75,1.0,2.0,1.5,1.5,1.5
module=appendix_E,series,1,1,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
module=appendix_E,legend_items,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E,annotations,1,1,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
module=appendix_E,data_marks_estimate,1,1,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0,484.0
module=appendix_E,complexity,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_E,font_size_min,2,2,6.5,6.5,5.25,7.75,4.0,9.0,6.5,6.5,6.5
module=appendix_E,font_size_median,2,2,7.0,7.0,6.0,8.0,5.0,9.0,7.0,7.0,7.0
module=appendix_E,font_size_max,2,2,8.0,8.0,7.5,8.5,7.0,9.0,8.0,8.0,8.0
module=appendix_E,color_count,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_E,marker_types,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E,line_styles,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E,reference_lines,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E,line_width_pt,1,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
module=appendix_E,table_rows,1,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=appendix_E,table_columns,1,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_E,table_header_levels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E,table_row_groups,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E,decimal_precision,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E.1,caption_words,2,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
module=appendix_E.1,panels,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_E.1,series,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_E.1,legend_items,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_E.1,annotations,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E.1,complexity,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_E.1,font_size_min,2,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_E.1,font_size_median,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
module=appendix_E.1,font_size_max,2,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=appendix_E.1,color_count,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_E.1,marker_types,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E.1,line_styles,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E.1,reference_lines,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E.1,line_width_pt,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E.2,caption_words,2,1,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
module=appendix_E.2,panels,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_E.2,series,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E.2,legend_items,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E.2,annotations,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E.2,complexity,2,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
module=appendix_E.2,font_size_min,2,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
module=appendix_E.2,font_size_median,2,1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
module=appendix_E.2,font_size_max,2,1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
module=appendix_E.2,color_count,2,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
module=appendix_E.2,marker_types,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E.2,line_styles,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E.2,reference_lines,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
module=appendix_E.2,line_width_pt,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E_ggbench,caption_words,1,1,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
module=appendix_E_ggbench,panels,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
module=appendix_E_ggbench,font_size_min,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=appendix_E_ggbench,font_size_median,1,1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
module=appendix_E_ggbench,font_size_max,1,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
module=appendix_E_ggbench,table_rows,1,1,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
module=appendix_E_ggbench,table_columns,1,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
module=appendix_E_ggbench,table_header_levels,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
