dimension,value,file_count,papers_present,verified_source_papers_with_style_files,paper_prevalence_with_verified_source,audited_papers,paper_prevalence_all_audited
style_literals,stop-opacity:1;stop-color:#6d9cff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6d9dff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6e9dff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#6f9dff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#709eff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#719fff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#729fff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#73a0ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#74a1ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#75a1ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#76a2ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#77a3ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#78a3ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#79a4ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#7aa5ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#7ba5ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#7ca6ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#7da7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#7ea7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#7fa8ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#80a9ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#81a9ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#82aaff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#83abff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#84abff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#85acff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#86adff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#87adff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#88aeff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#89afff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#8aafff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#8bb0ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#8cb1ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#8db1ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#8db2ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#8eb2ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#8fb3ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#90b3ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#90b4ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#91b4ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#92b5ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#93b5ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#93b6ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#94b6ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#95b7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#96b7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#96b8ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#97b8ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#98b9ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#99b9ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#99baff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#9abaff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#9bbbff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#9cbcff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#9dbcff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#9ebdff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#9fbeff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a0beff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a1bfff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a2c0ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a3c0ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a4c1ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a4c2ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a5c2ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a6c2ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a6c3ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a7c3ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a7c4ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a8c4ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a9c4ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#a9c5ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#aac5ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#aac6ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#abc6ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#acc6ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#acc7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#adc7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#aec7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#aec8ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#afc8ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b0c9ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b1c9ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b1caff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b2caff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b3cbff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b4cbff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b4ccff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b5ccff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b5cdff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b6cdff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b6ceff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b7ceff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b8ceff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b8cfff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#b9cfff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bacfff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bad0ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bbd0ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bbd1ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bcd1ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bdd2ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bed2ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bed3ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#bfd3ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c0d4ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c1d4ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c1d5ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c2d5ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c3d6ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c4d7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c5d7ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c6d8ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c7d9ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c8d9ff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#c9daff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#cadbff,1,1,101,0.009901,250,0.004
style_literals,stop-opacity:1;stop-color:#cbdbff,1,1,101,0.009901,250,0.004
style_literals,stroke-width:0.750002,1,1,101,0.009901,250,0.004
style_literals,stroke-width:1.00013;stroke-linecap:round;stroke-miterlimit:4;stroke-dasharray:none,1,1,101,0.009901,250,0.004
style_literals,stroke: #000000; stroke-width: 0.8,1,1,101,0.009901,250,0.004
style_literals,"stroke:#00007b;stroke-width:0.600677;stroke-linecap:round;stroke-miterlimit:4;stroke-dasharray:1.20135, 2.40271;stroke-dashoffset:0;stroke-opacity:1",1,1,101,0.009901,250,0.004
style_literals,stroke:none,1,1,101,0.009901,250,0.004
style_literals,text-decoration: none;,1,1,101,0.009901,250,0.004
tools,matplotlib,202,63,101,0.623762,250,0.252
tools,pandas,110,38,101,0.376238,250,0.152
tools,seaborn,59,23,101,0.227723,250,0.092
tools,latex,64,18,101,0.178218,250,0.072
tools,plotly,15,8,101,0.079208,250,0.032
tools,graphviz,4,2,101,0.019802,250,0.008
tools,tikz,1,1,101,0.009901,250,0.004
uses_booktabs,absent,481,99,101,0.980198,250,0.396
uses_booktabs,present,29,12,101,0.118812,250,0.048
uses_errorbar,absent,492,101,101,1.0,250,0.404
uses_errorbar,present,18,10,101,0.09901,250,0.04
uses_fill_between,absent,470,99,101,0.980198,250,0.396
uses_fill_between,present,40,14,101,0.138614,250,0.056
uses_grid,absent,433,95,101,0.940594,250,0.38
uses_grid,present,77,32,101,0.316832,250,0.128
uses_legend,absent,386,91,101,0.90099,250,0.364
uses_legend,present,124,48,101,0.475248,250,0.192
uses_log_axis,absent,478,100,101,0.990099,250,0.4
uses_log_axis,present,32,15,101,0.148515,250,0.06
uses_resizebox,absent,492,100,101,0.990099,250,0.4
uses_resizebox,present,18,8,101,0.079208,250,0.032
uses_small_font,absent,488,98,101,0.970297,250,0.392
uses_small_font,present,22,12,101,0.118812,250,0.048
