statistic,value,figure_count,figure_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
hex,#7D4E29,1,0.000326,1,0.004,0.003333
hex,#7D6442,1,0.000326,1,0.004,0.003333
hex,#7D7E84,1,0.000326,1,0.004,0.005
hex,#7D7F7B,1,0.000326,1,0.004,0.005
hex,#7D8C9C,1,0.000326,1,0.004,0.003333
hex,#7D8FA0,1,0.000326,1,0.004,0.003333
hex,#7D9DB9,1,0.000326,1,0.004,0.005
hex,#7DAF9E,1,0.000326,1,0.004,0.003333
hex,#7DB1A6,1,0.000326,1,0.004,0.005
hex,#7DBA6C,1,0.000326,1,0.004,0.003333
hex,#7DC6CC,1,0.000326,1,0.004,0.005
hex,#7E03A8,1,0.000326,1,0.004,0.005
hex,#7E4C27,1,0.000326,1,0.004,0.003333
hex,#7E9583,1,0.000326,1,0.004,0.003333
hex,#7E9AC8,1,0.000326,1,0.004,0.003333
hex,#7E9EBC,1,0.000326,1,0.004,0.005
hex,#7EC19B,1,0.000326,1,0.004,0.003333
hex,#7F007F,1,0.000326,1,0.004,0.003333
hex,#7F1FA2,1,0.000326,1,0.004,0.003333
hex,#7F4E26,1,0.000326,1,0.004,0.003333
hex,#7F60A8,1,0.000326,1,0.004,0.005
hex,#7F77A8,1,0.000326,1,0.004,0.005
hex,#7F7F7C,1,0.000326,1,0.004,0.005
hex,#7F8C3A,1,0.000326,1,0.004,0.005
hex,#7F96B9,1,0.000326,1,0.004,0.005
hex,#7F9FC2,1,0.000326,1,0.004,0.005
hex,#7FA8C9,1,0.000326,1,0.004,0.005
hex,#7FAA96,1,0.000326,1,0.004,0.003333
hex,#7FB2D4,1,0.000326,1,0.004,0.003333
hex,#7FB3E3,1,0.000326,1,0.004,0.005
hex,#7FB8A8,1,0.000326,1,0.004,0.003333
hex,#7FB8D8,1,0.000326,1,0.004,0.005
hex,#7FBD4B,1,0.000326,1,0.004,0.005
hex,#803E44,1,0.000326,1,0.004,0.003333
hex,#804020,1,0.000326,1,0.004,0.003333
hex,#8058C7,1,0.000326,1,0.004,0.003333
hex,#805A4A,1,0.000326,1,0.004,0.005
hex,#805AD5,1,0.000326,1,0.004,0.005
hex,#80613C,1,0.000326,1,0.004,0.003333
hex,#806B54,1,0.000326,1,0.004,0.003333
hex,#80A0DB,1,0.000326,1,0.004,0.005
hex,#80A626,1,0.000326,1,0.004,0.003333
hex,#80AEC2,1,0.000326,1,0.004,0.005
hex,#80AFA2,1,0.000326,1,0.004,0.003333
hex,#80B4C4,1,0.000326,1,0.004,0.005
hex,#80C8E8,1,0.000326,1,0.004,0.003333
hex,#80CD62,1,0.000326,1,0.004,0.003333
hex,#80CDC1,1,0.000326,1,0.004,0.003333
hex,#81391D,1,0.000326,1,0.004,0.003333
hex,#813F53,1,0.000326,1,0.004,0.003333
hex,#81C2B2,1,0.000326,1,0.004,0.003333
hex,#81C995,1,0.000326,1,0.004,0.005
hex,#825555,1,0.000326,1,0.004,0.003333
hex,#827A5A,1,0.000326,1,0.004,0.003333
hex,#8291A8,1,0.000326,1,0.004,0.003333
hex,#82A2C1,1,0.000326,1,0.004,0.005
hex,#82A9E3,1,0.000326,1,0.004,0.003333
hex,#82B4D8,1,0.000326,1,0.004,0.003333
hex,#82B8D5,1,0.000326,1,0.004,0.005
hex,#82C596,1,0.000326,1,0.004,0.003333
hex,#83605F,1,0.000326,1,0.004,0.005
hex,#8360A7,1,0.000326,1,0.004,0.005
hex,#83B55A,1,0.000326,1,0.004,0.003333
hex,#83BB8B,1,0.000326,1,0.004,0.005
hex,#83C55A,1,0.000326,1,0.004,0.005
hex,#83C6E5,1,0.000326,1,0.004,0.005
hex,#83CBE5,1,0.000326,1,0.004,0.003333
hex,#843C0C,1,0.000326,1,0.004,0.003333
hex,#845553,1,0.000326,1,0.004,0.005
hex,#8455EB,1,0.000326,1,0.004,0.003333
hex,#8459E8,1,0.000326,1,0.004,0.003333
hex,#84BBA6,1,0.000326,1,0.004,0.003333
hex,#84E291,1,0.000326,1,0.004,0.003333
hex,#855A8A,1,0.000326,1,0.004,0.003333
hex,#85A8CC,1,0.000326,1,0.004,0.003333
hex,#85A8D0,1,0.000326,1,0.004,0.005
hex,#85B737,1,0.000326,1,0.004,0.003333
hex,#85B96A,1,0.000326,1,0.004,0.003333
hex,#85C1E9,1,0.000326,1,0.004,0.003333
hex,#85C8C8,1,0.000326,1,0.004,0.005
hex,#85CC85,1,0.000326,1,0.004,0.003333
hex,#85CCA8,1,0.000326,1,0.004,0.003333
hex,#85CCCC,1,0.000326,1,0.004,0.003333
hex,#8661A5,1,0.000326,1,0.004,0.005
hex,#8686C6,1,0.000326,1,0.004,0.003333
hex,#869A98,1,0.000326,1,0.004,0.003333
hex,#86B7E5,1,0.000326,1,0.004,0.003333
hex,#86C5E6,1,0.000326,1,0.004,0.003333
hex,#86C98D,1,0.000326,1,0.004,0.005
hex,#86D89B,1,0.000326,1,0.004,0.005
hex,#878482,1,0.000326,1,0.004,0.005
hex,#87A7C4,1,0.000326,1,0.004,0.003333
hex,#87ADF0,1,0.000326,1,0.004,0.005
hex,#87B5CD,1,0.000326,1,0.004,0.003333
hex,#88322F,1,0.000326,1,0.004,0.005
hex,#883818,1,0.000326,1,0.004,0.005
hex,#88543F,1,0.000326,1,0.004,0.005
hex,#885848,1,0.000326,1,0.004,0.003333
hex,#887BD7,1,0.000326,1,0.004,0.005
hex,#88C0F7,1,0.000326,1,0.004,0.003333
hex,#88C7E8,1,0.000326,1,0.004,0.003333
hex,#897E74,1,0.000326,1,0.004,0.005
hex,#89A8B2,1,0.000326,1,0.004,0.003333
hex,#89B6D6,1,0.000326,1,0.004,0.003333
hex,#8A159F,1,0.000326,1,0.004,0.005
hex,#8A2D74,1,0.000326,1,0.004,0.005
hex,#8A3D90,1,0.000326,1,0.004,0.005
hex,#8A4D2D,1,0.000326,1,0.004,0.005
hex,#8A608E,1,0.000326,1,0.004,0.003333
hex,#8A66C2,1,0.000326,1,0.004,0.005
hex,#8A6BBE,1,0.000326,1,0.004,0.005
hex,#8A8177,1,0.000326,1,0.004,0.003333
hex,#8A8987,1,0.000326,1,0.004,0.005
hex,#8AB4F8,1,0.000326,1,0.004,0.005
hex,#8AB8E8,1,0.000326,1,0.004,0.003333
hex,#8AC0EF,1,0.000326,1,0.004,0.003333
hex,#8ACB7A,1,0.000326,1,0.004,0.003333
hex,#8B554A,1,0.000326,1,0.004,0.005
hex,#8B6F47,1,0.000326,1,0.004,0.003333
hex,#8B6FD1,1,0.000326,1,0.004,0.005
hex,#8B7A3E,1,0.000326,1,0.004,0.005
hex,#8BAD24,1,0.000326,1,0.004,0.003333
hex,#8BC0DD,1,0.000326,1,0.004,0.005
hex,#8BC49B,1,0.000326,1,0.004,0.005
hex,#8BC4E8,1,0.000326,1,0.004,0.003333
hex,#8BC5DE,1,0.000326,1,0.004,0.005
hex,#8BCB4A,1,0.000326,1,0.004,0.003333
hex,#8C4000,1,0.000326,1,0.004,0.003333
hex,#8C5A2B,1,0.000326,1,0.004,0.003333
hex,#8C5E58,1,0.000326,1,0.004,0.005
hex,#8C69C4,1,0.000326,1,0.004,0.005
hex,#8C6A52,1,0.000326,1,0.004,0.003333
hex,#8C6BB1,1,0.000326,1,0.004,0.005
hex,#8C8CB3,1,0.000326,1,0.004,0.003333
hex,#8C8CF5,1,0.000326,1,0.004,0.005
hex,#8CB6AA,1,0.000326,1,0.004,0.003333
hex,#8CB6D5,1,0.000326,1,0.004,0.005
hex,#8CBF26,1,0.000326,1,0.004,0.005
hex,#8CBF8D,1,0.000326,1,0.004,0.005
hex,#8CC0E8,1,0.000326,1,0.004,0.005
hex,#8CC6B5,1,0.000326,1,0.004,0.003333
hex,#8CD6C8,1,0.000326,1,0.004,0.005
hex,#8D3B19,1,0.000326,1,0.004,0.003333
hex,#8D5CEB,1,0.000326,1,0.004,0.003333
hex,#8D6FB0,1,0.000326,1,0.004,0.005
hex,#8D79A8,1,0.000326,1,0.004,0.005
hex,#8D7CC7,1,0.000326,1,0.004,0.003333
hex,#8D8D8D,1,0.000326,1,0.004,0.003333
hex,#8D90A4,1,0.000326,1,0.004,0.005
hex,#8DA1D1,1,0.000326,1,0.004,0.003333
hex,#8DAFB5,1,0.000326,1,0.004,0.003333
hex,#8DB6E8,1,0.000326,1,0.004,0.005
hex,#8DB7D9,1,0.000326,1,0.004,0.005
hex,#8DB8D5,1,0.000326,1,0.004,0.005
hex,#8DB8EB,1,0.000326,1,0.004,0.003333
hex,#8DB9E5,1,0.000326,1,0.004,0.005
hex,#8DBA6B,1,0.000326,1,0.004,0.005
hex,#8DC6E8,1,0.000326,1,0.004,0.003333
hex,#8E1438,1,0.000326,1,0.004,0.003333
hex,#8E354A,1,0.000326,1,0.004,0.003333
hex,#8E54A6,1,0.000326,1,0.004,0.005
hex,#8E5AA7,1,0.000326,1,0.004,0.003333
hex,#8E5CB8,1,0.000326,1,0.004,0.003333
hex,#8E63B4,1,0.000326,1,0.004,0.003333
hex,#8E6C5D,1,0.000326,1,0.004,0.005
hex,#8E79B8,1,0.000326,1,0.004,0.005
hex,#8E7DBE,1,0.000326,1,0.004,0.003333
hex,#8E83BE,1,0.000326,1,0.004,0.005
hex,#8E9BAB,1,0.000326,1,0.004,0.005
hex,#8EC0DE,1,0.000326,1,0.004,0.003333
hex,#8EC9F0,1,0.000326,1,0.004,0.003333
hex,#8F0DA4,1,0.000326,1,0.004,0.005
hex,#8F3C14,1,0.000326,1,0.004,0.003333
hex,#8F56E8,1,0.000326,1,0.004,0.003333
hex,#8F79C9,1,0.000326,1,0.004,0.003333
hex,#8F8B65,1,0.000326,1,0.004,0.003333
hex,#8F9ACF,1,0.000326,1,0.004,0.003333
hex,#8FA9DB,1,0.000326,1,0.004,0.003333
hex,#8FA9FF,1,0.000326,1,0.004,0.003333
hex,#8FAADC,1,0.000326,1,0.004,0.003333
hex,#8FAADD,1,0.000326,1,0.004,0.003333
hex,#8FB8DE,1,0.000326,1,0.004,0.005
hex,#8FBCE6,1,0.000326,1,0.004,0.005
hex,#8FBFD5,1,0.000326,1,0.004,0.003333
hex,#8FC28A,1,0.000326,1,0.004,0.005
hex,#8FC66E,1,0.000326,1,0.004,0.005
hex,#8FC7D8,1,0.000326,1,0.004,0.005
hex,#8FD06E,1,0.000326,1,0.004,0.003333
hex,#8FD3A8,1,0.000326,1,0.004,0.005
hex,#8FD3FF,1,0.000326,1,0.004,0.003333
hex,#8FE38F,1,0.000326,1,0.004,0.005
hex,#8FF28F,1,0.000326,1,0.004,0.003333
hex,#9068C0,1,0.000326,1,0.004,0.003333
hex,#908064,1,0.000326,1,0.004,0.005
hex,#909090,1,0.000326,1,0.004,0.003333
hex,#90B090,1,0.000326,1,0.004,0.003333
hex,#90BE6D,1,0.000326,1,0.004,0.003333
hex,#90C2AF,1,0.000326,1,0.004,0.005
hex,#90C3DD,1,0.000326,1,0.004,0.003333
hex,#90E0A8,1,0.000326,1,0.004,0.003333
hex,#9185CE,1,0.000326,1,0.004,0.005
hex,#9188CC,1,0.000326,1,0.004,0.005
hex,#91936D,1,0.000326,1,0.004,0.003333
hex,#919E83,1,0.000326,1,0.004,0.003333
hex,#91BF7C,1,0.000326,1,0.004,0.003333
hex,#91C4E4,1,0.000326,1,0.004,0.003333
hex,#91D0BC,1,0.000326,1,0.004,0.003333
hex,#91D5E8,1,0.000326,1,0.004,0.005
hex,#923097,1,0.000326,1,0.004,0.003333
hex,#9270D7,1,0.000326,1,0.004,0.005
hex,#928B8E,1,0.000326,1,0.004,0.005
hex,#929292,1,0.000326,1,0.004,0.003333
hex,#9299A8,1,0.000326,1,0.004,0.005
hex,#929FAD,1,0.000326,1,0.004,0.003333
hex,#92B4C6,1,0.000326,1,0.004,0.003333
hex,#934118,1,0.000326,1,0.004,0.003333
hex,#934FD3,1,0.000326,1,0.004,0.005
hex,#9367BD,1,0.000326,1,0.004,0.003333
hex,#937860,1,0.000326,1,0.004,0.003333
hex,#93915E,1,0.000326,1,0.004,0.003333
hex,#93A9D7,1,0.000326,1,0.004,0.003333
hex,#93C8C5,1,0.000326,1,0.004,0.003333
hex,#93C989,1,0.000326,1,0.004,0.003333
hex,#93D06B,1,0.000326,1,0.004,0.005
hex,#93D2B6,1,0.000326,1,0.004,0.005
hex,#94346E,1,0.000326,1,0.004,0.003333
hex,#94A5C8,1,0.000326,1,0.004,0.003333
hex,#94A9CE,1,0.000326,1,0.004,0.005
hex,#94B6D7,1,0.000326,1,0.004,0.005
hex,#94B9D6,1,0.000326,1,0.004,0.005
hex,#94BBDC,1,0.000326,1,0.004,0.005
hex,#95261F,1,0.000326,1,0.004,0.003333
hex,#953735,1,0.000326,1,0.004,0.003333
hex,#95A5A6,1,0.000326,1,0.004,0.003333
hex,#95B2A6,1,0.000326,1,0.004,0.005
hex,#95BEA4,1,0.000326,1,0.004,0.005
hex,#966869,1,0.000326,1,0.004,0.005
hex,#968C81,1,0.000326,1,0.004,0.005
hex,#96AAA9,1,0.000326,1,0.004,0.005
hex,#9773C6,1,0.000326,1,0.004,0.005
hex,#983943,1,0.000326,1,0.004,0.005
hex,#989898,1,0.000326,1,0.004,0.005
hex,#98AA92,1,0.000326,1,0.004,0.003333
hex,#98AC9F,1,0.000326,1,0.004,0.003333
hex,#98B8D8,1,0.000326,1,0.004,0.005
hex,#98BBB5,1,0.000326,1,0.004,0.003333
hex,#991B1B,1,0.000326,1,0.004,0.005
hex,#9932CC,1,0.000326,1,0.004,0.005
hex,#994316,1,0.000326,1,0.004,0.003333
hex,#998280,1,0.000326,1,0.004,0.003333
hex,#9999FF,1,0.000326,1,0.004,0.003333
hex,#99BBAC,1,0.000326,1,0.004,0.003333
hex,#99CC9E,1,0.000326,1,0.004,0.003333
hex,#99DCD1,1,0.000326,1,0.004,0.005
hex,#9A3412,1,0.000326,1,0.004,0.005
hex,#9A3D17,1,0.000326,1,0.004,0.003333
hex,#9A64B7,1,0.000326,1,0.004,0.005
hex,#9A79C4,1,0.000326,1,0.004,0.003333
hex,#9A8FD4,1,0.000326,1,0.004,0.003333
hex,#9AA9B8,1,0.000326,1,0.004,0.003333
hex,#9AB4DD,1,0.000326,1,0.004,0.005
hex,#9AC9DB,1,0.000326,1,0.004,0.005
hex,#9ACB66,1,0.000326,1,0.004,0.003333
hex,#9ACD78,1,0.000326,1,0.004,0.005
hex,#9ACD8B,1,0.000326,1,0.004,0.003333
hex,#9B1C1F,1,0.000326,1,0.004,0.003333
hex,#9B2002,1,0.000326,1,0.004,0.003333
hex,#9B3D0B,1,0.000326,1,0.004,0.003333
hex,#9B4418,1,0.000326,1,0.004,0.003333
hex,#9B4C37,1,0.000326,1,0.004,0.003333
hex,#9B5521,1,0.000326,1,0.004,0.005
hex,#9B5DE5,1,0.000326,1,0.004,0.005
hex,#9B6C00,1,0.000326,1,0.004,0.003333
hex,#9B6FB4,1,0.000326,1,0.004,0.005
hex,#9B7BC4,1,0.000326,1,0.004,0.003333
hex,#9B7BD5,1,0.000326,1,0.004,0.005
hex,#9B7E70,1,0.000326,1,0.004,0.005
hex,#9B9B9B,1,0.000326,1,0.004,0.005
hex,#9BB6D6,1,0.000326,1,0.004,0.003333
hex,#9BB7A6,1,0.000326,1,0.004,0.003333
hex,#9BBB59,1,0.000326,1,0.004,0.005
hex,#9BC4FA,1,0.000326,1,0.004,0.005
hex,#9BC5E8,1,0.000326,1,0.004,0.003333
hex,#9BC78B,1,0.000326,1,0.004,0.005
hex,#9BC8B8,1,0.000326,1,0.004,0.003333
hex,#9BCB83,1,0.000326,1,0.004,0.003333
hex,#9BCB9D,1,0.000326,1,0.004,0.003333
hex,#9BCBF1,1,0.000326,1,0.004,0.005
hex,#9BCDF4,1,0.000326,1,0.004,0.003333
hex,#9BCF8A,1,0.000326,1,0.004,0.003333
hex,#9C6ADE,1,0.000326,1,0.004,0.003333
hex,#9C79B8,1,0.000326,1,0.004,0.005
hex,#9C7BFF,1,0.000326,1,0.004,0.003333
hex,#9CB2CF,1,0.000326,1,0.004,0.003333
hex,#9CB4D3,1,0.000326,1,0.004,0.005
hex,#9CB6D5,1,0.000326,1,0.004,0.005
hex,#9CB8D8,1,0.000326,1,0.004,0.005
hex,#9CC9EA,1,0.000326,1,0.004,0.003333
hex,#9CCB62,1,0.000326,1,0.004,0.003333
hex,#9DBADA,1,0.000326,1,0.004,0.005
hex,#9DBDAF,1,0.000326,1,0.004,0.003333
hex,#9DBFDA,1,0.000326,1,0.004,0.005
hex,#9DD39E,1,0.000326,1,0.004,0.005
hex,#9DD4C4,1,0.000326,1,0.004,0.003333
hex,#9DD9B7,1,0.000326,1,0.004,0.003333
hex,#9E1B32,1,0.000326,1,0.004,0.005
hex,#9E1F50,1,0.000326,1,0.004,0.003333
hex,#9E9BCB,1,0.000326,1,0.004,0.005
hex,#9EA6A3,1,0.000326,1,0.004,0.005
hex,#9EA8B5,1,0.000326,1,0.004,0.003333
hex,#9EB974,1,0.000326,1,0.004,0.005
hex,#9EC64A,1,0.000326,1,0.004,0.003333
hex,#9ECBD8,1,0.000326,1,0.004,0.005
hex,#9ED0CF,1,0.000326,1,0.004,0.005
hex,#9ED2F5,1,0.000326,1,0.004,0.003333
hex,#9EDBEA,1,0.000326,1,0.004,0.003333
hex,#9F9F88,1,0.000326,1,0.004,0.003333
hex,#9FAA91,1,0.000326,1,0.004,0.005
hex,#9FB9D4,1,0.000326,1,0.004,0.005
hex,#9FC3C4,1,0.000326,1,0.004,0.003333
hex,#9FC5E8,1,0.000326,1,0.004,0.003333
hex,#9FD18A,1,0.000326,1,0.004,0.005
hex,#9FD29E,1,0.000326,1,0.004,0.005
hex,#9FD49F,1,0.000326,1,0.004,0.003333
hex,#A00000,1,0.000326,1,0.004,0.003333
hex,#A05A49,1,0.000326,1,0.004,0.005
hex,#A07AE9,1,0.000326,1,0.004,0.003333
hex,#A0A577,1,0.000326,1,0.004,0.003333
hex,#A0C2DF,1,0.000326,1,0.004,0.003333
hex,#A0CBE8,1,0.000326,1,0.004,0.003333
hex,#A0CFDE,1,0.000326,1,0.004,0.003333
hex,#A0DA39,1,0.000326,1,0.004,0.003333
hex,#A11B9B,1,0.000326,1,0.004,0.005
hex,#A13D13,1,0.000326,1,0.004,0.003333
hex,#A1C0D8,1,0.000326,1,0.004,0.003333
hex,#A21515,1,0.000326,1,0.004,0.003333
hex,#A23E9F,1,0.000326,1,0.004,0.003333
hex,#A2978A,1,0.000326,1,0.004,0.005
hex,#A2A3A1,1,0.000326,1,0.004,0.005
hex,#A2D2FF,1,0.000326,1,0.004,0.003333
hex,#A31D34,1,0.000326,1,0.004,0.003333
hex,#A36CC9,1,0.000326,1,0.004,0.003333
hex,#A375D1,1,0.000326,1,0.004,0.005
hex,#A37C63,1,0.000326,1,0.004,0.005
hex,#A3988E,1,0.000326,1,0.004,0.005
hex,#A3C9DF,1,0.000326,1,0.004,0.003333
hex,#A3D6C7,1,0.000326,1,0.004,0.003333
hex,#A43B8A,1,0.000326,1,0.004,0.003333
hex,#A4563A,1,0.000326,1,0.004,0.003333
hex,#A48CF4,1,0.000326,1,0.004,0.003333
hex,#A49B91,1,0.000326,1,0.004,0.005
hex,#A4B48D,1,0.000326,1,0.004,0.005
hex,#A4C1E2,1,0.000326,1,0.004,0.003333
hex,#A4CAE2,1,0.000326,1,0.004,0.003333
hex,#A4D7BE,1,0.000326,1,0.004,0.003333
hex,#A4D95B,1,0.000326,1,0.004,0.003333
hex,#A52A2A,1,0.000326,1,0.004,0.005
hex,#A56C55,1,0.000326,1,0.004,0.003333
hex,#A56F50,1,0.000326,1,0.004,0.003333
hex,#A5897F,1,0.000326,1,0.004,0.005
hex,#A594B9,1,0.000326,1,0.004,0.005
hex,#A5B6B0,1,0.000326,1,0.004,0.005
hex,#A5B97A,1,0.000326,1,0.004,0.003333
hex,#A5CEDF,1,0.000326,1,0.004,0.005
hex,#A5D7D6,1,0.000326,1,0.004,0.005
hex,#A5D854,1,0.000326,1,0.004,0.003333
hex,#A5DCCD,1,0.000326,1,0.004,0.005
hex,#A5E0E0,1,0.000326,1,0.004,0.005
hex,#A5E4DF,1,0.000326,1,0.004,0.005
hex,#A60605,1,0.000326,1,0.004,0.003333
hex,#A6193F,1,0.000326,1,0.004,0.003333
hex,#A62098,1,0.000326,1,0.004,0.005
hex,#A63603,1,0.000326,1,0.004,0.003333
hex,#A64AC9,1,0.000326,1,0.004,0.005
hex,#A65E2E,1,0.000326,1,0.004,0.005
hex,#A66663,1,0.000326,1,0.004,0.005
hex,#A66FB5,1,0.000326,1,0.004,0.005
hex,#A67C52,1,0.000326,1,0.004,0.003333
hex,#A680FF,1,0.000326,1,0.004,0.003333
hex,#A6CE39,1,0.000326,1,0.004,0.005
hex,#A6D16A,1,0.000326,1,0.004,0.003333
hex,#A6D3E5,1,0.000326,1,0.004,0.003333
hex,#A6D7A2,1,0.000326,1,0.004,0.003333
hex,#A6D7F7,1,0.000326,1,0.004,0.003333
hex,#A6E5E3,1,0.000326,1,0.004,0.005
hex,#A73145,1,0.000326,1,0.004,0.003333
hex,#A77A54,1,0.000326,1,0.004,0.003333
hex,#A77F00,1,0.000326,1,0.004,0.003333
hex,#A78BC3,1,0.000326,1,0.004,0.003333
hex,#A79B45,1,0.000326,1,0.004,0.005
hex,#A7A7A8,1,0.000326,1,0.004,0.005
hex,#A7A9E6,1,0.000326,1,0.004,0.003333
hex,#A7AAAD,1,0.000326,1,0.004,0.005
hex,#A7C7E7,1,0.000326,1,0.004,0.003333
hex,#A7C7E8,1,0.000326,1,0.004,0.005
hex,#A7C995,1,0.000326,1,0.004,0.003333
hex,#A7CBE8,1,0.000326,1,0.004,0.005
hex,#A7CD72,1,0.000326,1,0.004,0.003333
hex,#A7D5B1,1,0.000326,1,0.004,0.005
hex,#A7D69A,1,0.000326,1,0.004,0.003333
hex,#A7D7A3,1,0.000326,1,0.004,0.003333
hex,#A7D8A5,1,0.000326,1,0.004,0.005
hex,#A7D8EF,1,0.000326,1,0.004,0.003333
hex,#A7DCD7,1,0.000326,1,0.004,0.003333
hex,#A7DCE8,1,0.000326,1,0.004,0.003333
hex,#A7DFA5,1,0.000326,1,0.004,0.003333
hex,#A855F7,1,0.000326,1,0.004,0.005
hex,#A88162,1,0.000326,1,0.004,0.005
hex,#A885CC,1,0.000326,1,0.004,0.003333
hex,#A88810,1,0.000326,1,0.004,0.003333
hex,#A88AD2,1,0.000326,1,0.004,0.003333
hex,#A89083,1,0.000326,1,0.004,0.005
hex,#A8A9CB,1,0.000326,1,0.004,0.005
hex,#A8B0BC,1,0.000326,1,0.004,0.003333
hex,#A8B58B,1,0.000326,1,0.004,0.005
hex,#A8B5CB,1,0.000326,1,0.004,0.005
hex,#A8BDD9,1,0.000326,1,0.004,0.003333
hex,#A8C5E1,1,0.000326,1,0.004,0.003333
hex,#A8C8A6,1,0.000326,1,0.004,0.005
hex,#A8CB97,1,0.000326,1,0.004,0.003333
hex,#A8CBE3,1,0.000326,1,0.004,0.005
hex,#A8CBE8,1,0.000326,1,0.004,0.005
hex,#A8CC85,1,0.000326,1,0.004,0.003333
hex,#A8D5BA,1,0.000326,1,0.004,0.003333
hex,#A8D8F0,1,0.000326,1,0.004,0.005
hex,#A8D995,1,0.000326,1,0.004,0.003333
hex,#A8DADC,1,0.000326,1,0.004,0.003333
hex,#A8DCC5,1,0.000326,1,0.004,0.005
hex,#A8E7A3,1,0.000326,1,0.004,0.005
hex,#A8E7C6,1,0.000326,1,0.004,0.003333
hex,#A8EAD2,1,0.000326,1,0.004,0.003333
hex,#A8F0A3,1,0.000326,1,0.004,0.003333
hex,#A90061,1,0.000326,1,0.004,0.005
hex,#A94817,1,0.000326,1,0.004,0.003333
hex,#A98859,1,0.000326,1,0.004,0.003333
hex,#A994CA,1,0.000326,1,0.004,0.003333
hex,#A9B0B7,1,0.000326,1,0.004,0.003333
hex,#A9C4D7,1,0.000326,1,0.004,0.005
hex,#A9C8E3,1,0.000326,1,0.004,0.005
hex,#A9C98F,1,0.000326,1,0.004,0.005
hex,#A9C9E4,1,0.000326,1,0.004,0.005
hex,#A9CBE5,1,0.000326,1,0.004,0.005
hex,#A9D09C,1,0.000326,1,0.004,0.003333
hex,#A9D5DC,1,0.000326,1,0.004,0.003333
hex,#A9D9A3,1,0.000326,1,0.004,0.003333
hex,#A9DCDC,1,0.000326,1,0.004,0.003333
hex,#A9DDDD,1,0.000326,1,0.004,0.005
hex,#AA4646,1,0.000326,1,0.004,0.005
hex,#AA4CC6,1,0.000326,1,0.004,0.005
hex,#AA5555,1,0.000326,1,0.004,0.005
hex,#AA999E,1,0.000326,1,0.004,0.005
hex,#AA9F8F,1,0.000326,1,0.004,0.003333
hex,#AAA4CE,1,0.000326,1,0.004,0.003333
hex,#AAA7C7,1,0.000326,1,0.004,0.003333
hex,#AAB7D4,1,0.000326,1,0.004,0.005
hex,#AADCF0,1,0.000326,1,0.004,0.003333
hex,#ABA198,1,0.000326,1,0.004,0.005
hex,#ABC4D8,1,0.000326,1,0.004,0.003333
hex,#ABC9C3,1,0.000326,1,0.004,0.003333
hex,#ABCBE2,1,0.000326,1,0.004,0.003333
hex,#ABE08F,1,0.000326,1,0.004,0.003333
hex,#ACB7B3,1,0.000326,1,0.004,0.005
hex,#ACC1AA,1,0.000326,1,0.004,0.003333
hex,#ACCDFF,1,0.000326,1,0.004,0.005
hex,#ACD7E4,1,0.000326,1,0.004,0.005
hex,#ACDDBC,1,0.000326,1,0.004,0.005
hex,#AD4354,1,0.000326,1,0.004,0.005
hex,#AD848C,1,0.000326,1,0.004,0.003333
hex,#ADD5F0,1,0.000326,1,0.004,0.003333
hex,#AE1C20,1,0.000326,1,0.004,0.003333
hex,#AE78D6,1,0.000326,1,0.004,0.003333
hex,#AEA6B2,1,0.000326,1,0.004,0.003333
hex,#AEB5C0,1,0.000326,1,0.004,0.003333
hex,#AEB7BE,1,0.000326,1,0.004,0.005
hex,#AEC2C4,1,0.000326,1,0.004,0.003333
hex,#AEC9E3,1,0.000326,1,0.004,0.005
hex,#AECCE2,1,0.000326,1,0.004,0.003333
hex,#AED1B1,1,0.000326,1,0.004,0.005
hex,#AED1E6,1,0.000326,1,0.004,0.005
hex,#AED6F1,1,0.000326,1,0.004,0.003333
hex,#AF0040,1,0.000326,1,0.004,0.005
hex,#AF2024,1,0.000326,1,0.004,0.003333
hex,#AF7AA1,1,0.000326,1,0.004,0.005
hex,#AFAFAF,1,0.000326,1,0.004,0.003333
hex,#AFC0D8,1,0.000326,1,0.004,0.003333
hex,#AFC1E3,1,0.000326,1,0.004,0.003333
hex,#AFC2D2,1,0.000326,1,0.004,0.005
hex,#AFC4A8,1,0.000326,1,0.004,0.003333
hex,#AFC7E8,1,0.000326,1,0.004,0.005
hex,#AFE4C3,1,0.000326,1,0.004,0.005
hex,#B018B8,1,0.000326,1,0.004,0.003333
hex,#B03949,1,0.000326,1,0.004,0.003333
hex,#B04A4A,1,0.000326,1,0.004,0.003333
hex,#B05020,1,0.000326,1,0.004,0.003333
hex,#B06EB4,1,0.000326,1,0.004,0.005
hex,#B07C2E,1,0.000326,1,0.004,0.005
hex,#B0907A,1,0.000326,1,0.004,0.005
hex,#B0A89C,1,0.000326,1,0.004,0.005
hex,#B0B5D2,1,0.000326,1,0.004,0.005
hex,#B0BEB5,1,0.000326,1,0.004,0.003333
hex,#B0C19F,1,0.000326,1,0.004,0.003333
hex,#B0C4BF,1,0.000326,1,0.004,0.003333
hex,#B0C8E8,1,0.000326,1,0.004,0.003333
hex,#B0D0E6,1,0.000326,1,0.004,0.003333
hex,#B0D0F0,1,0.000326,1,0.004,0.003333
hex,#B0D1E6,1,0.000326,1,0.004,0.005
