statistic,value,figure_count,figure_share,papers_present,paper_prevalence,conference_equal_paper_prevalence
hex,#FF9D82,2,0.000651,1,0.004,0.003333
hex,#FF9DA7,2,0.000651,2,0.008,0.006667
hex,#FFB3B3,2,0.000651,1,0.004,0.003333
hex,#FFB82E,2,0.000651,1,0.004,0.003333
hex,#FFBF00,2,0.000651,1,0.004,0.005
hex,#FFCCCC,2,0.000651,2,0.008,0.006667
hex,#FFD66B,2,0.000651,1,0.004,0.003333
hex,#FFDEEF,2,0.000651,1,0.004,0.003333
hex,#FFE4B5,2,0.000651,1,0.004,0.003333
hex,#FFEC97,2,0.000651,1,0.004,0.003333
hex,#FFECE3,2,0.000651,1,0.004,0.005
hex,#FFED6F,2,0.000651,1,0.004,0.003333
hex,#FFF200,2,0.000651,1,0.004,0.003333
hex,#FFF2CD,2,0.000651,1,0.004,0.005
hex,#FFFEE6,2,0.000651,2,0.008,0.008333
hex,#00007B,1,0.000326,1,0.004,0.003333
hex,#001473,1,0.000326,1,0.004,0.003333
hex,#0017B6,1,0.000326,1,0.004,0.003333
hex,#001A57,1,0.000326,1,0.004,0.003333
hex,#001BCE,1,0.000326,1,0.004,0.003333
hex,#002030,1,0.000326,1,0.004,0.003333
hex,#003B73,1,0.000326,1,0.004,0.005
hex,#004AAD,1,0.000326,1,0.004,0.003333
hex,#004C99,1,0.000326,1,0.004,0.003333
hex,#004D80,1,0.000326,1,0.004,0.003333
hex,#006633,1,0.000326,1,0.004,0.003333
hex,#006837,1,0.000326,1,0.004,0.003333
hex,#0070B0,1,0.000326,1,0.004,0.003333
hex,#008564,1,0.000326,1,0.004,0.003333
hex,#0089CF,1,0.000326,1,0.004,0.005
hex,#008BFB,1,0.000326,1,0.004,0.005
hex,#008E40,1,0.000326,1,0.004,0.003333
hex,#009FE3,1,0.000326,1,0.004,0.003333
hex,#00A4EF,1,0.000326,1,0.004,0.005
hex,#00A651,1,0.000326,1,0.004,0.003333
hex,#00A6B2,1,0.000326,1,0.004,0.003333
hex,#00A800,1,0.000326,1,0.004,0.003333
hex,#00A8A8,1,0.000326,1,0.004,0.003333
hex,#00A9A5,1,0.000326,1,0.004,0.005
hex,#00B0F0,1,0.000326,1,0.004,0.003333
hex,#00B7E6,1,0.000326,1,0.004,0.003333
hex,#00BCD4,1,0.000326,1,0.004,0.005
hex,#00C7D9,1,0.000326,1,0.004,0.003333
hex,#00C7E6,1,0.000326,1,0.004,0.003333
hex,#00CED1,1,0.000326,1,0.004,0.005
hex,#00D5A5,1,0.000326,1,0.004,0.003333
hex,#00D8D8,1,0.000326,1,0.004,0.003333
hex,#010000,1,0.000326,1,0.004,0.005
hex,#03051A,1,0.000326,1,0.004,0.005
hex,#04246F,1,0.000326,1,0.004,0.003333
hex,#0432FF,1,0.000326,1,0.004,0.003333
hex,#0643E0,1,0.000326,1,0.004,0.003333
hex,#070507,1,0.000326,1,0.004,0.005
hex,#084B94,1,0.000326,1,0.004,0.003333
hex,#08519C,1,0.000326,1,0.004,0.005
hex,#0996FF,1,0.000326,1,0.004,0.005
hex,#0A0F5A,1,0.000326,1,0.004,0.003333
hex,#0B0C13,1,0.000326,1,0.004,0.005
hex,#0B2E6B,1,0.000326,1,0.004,0.003333
hex,#0B356B,1,0.000326,1,0.004,0.003333
hex,#0B3C5D,1,0.000326,1,0.004,0.005
hex,#0B3C6F,1,0.000326,1,0.004,0.005
hex,#0B75B1,1,0.000326,1,0.004,0.005
hex,#0B7D2B,1,0.000326,1,0.004,0.005
hex,#0C3C50,1,0.000326,1,0.004,0.005
hex,#0D00BF,1,0.000326,1,0.004,0.005
hex,#0D2332,1,0.000326,1,0.004,0.003333
hex,#0D5F3C,1,0.000326,1,0.004,0.003333
hex,#0E2841,1,0.000326,1,0.004,0.003333
hex,#0E7490,1,0.000326,1,0.004,0.003333
hex,#0F2437,1,0.000326,1,0.004,0.003333
hex,#0F4179,1,0.000326,1,0.004,0.005
hex,#0F6BAF,1,0.000326,1,0.004,0.003333
hex,#0F9D58,1,0.000326,1,0.004,0.003333
hex,#0F9ED5,1,0.000326,1,0.004,0.003333
hex,#10100F,1,0.000326,1,0.004,0.005
hex,#101010,1,0.000326,1,0.004,0.003333
hex,#106632,1,0.000326,1,0.004,0.003333
hex,#111827,1,0.000326,1,0.004,0.003333
hex,#112735,1,0.000326,1,0.004,0.003333
hex,#1170F5,1,0.000326,1,0.004,0.003333
hex,#123A8C,1,0.000326,1,0.004,0.005
hex,#123B63,1,0.000326,1,0.004,0.003333
hex,#126833,1,0.000326,1,0.004,0.003333
hex,#12D29F,1,0.000326,1,0.004,0.003333
hex,#130B2E,1,0.000326,1,0.004,0.003333
hex,#132A40,1,0.000326,1,0.004,0.003333
hex,#134B80,1,0.000326,1,0.004,0.005
hex,#134F88,1,0.000326,1,0.004,0.005
hex,#1386C8,1,0.000326,1,0.004,0.005
hex,#13A72B,1,0.000326,1,0.004,0.003333
hex,#14007E,1,0.000326,1,0.004,0.003333
hex,#14267E,1,0.000326,1,0.004,0.005
hex,#153BFF,1,0.000326,1,0.004,0.003333
hex,#156184,1,0.000326,1,0.004,0.003333
hex,#159B82,1,0.000326,1,0.004,0.003333
hex,#15D8A5,1,0.000326,1,0.004,0.005
hex,#161616,1,0.000326,1,0.004,0.003333
hex,#1616C8,1,0.000326,1,0.004,0.003333
hex,#163341,1,0.000326,1,0.004,0.005
hex,#163E64,1,0.000326,1,0.004,0.003333
hex,#164A5B,1,0.000326,1,0.004,0.005
hex,#164BE0,1,0.000326,1,0.004,0.003333
hex,#1686C7,1,0.000326,1,0.004,0.003333
hex,#16A085,1,0.000326,1,0.004,0.003333
hex,#16A9E0,1,0.000326,1,0.004,0.003333
hex,#17191A,1,0.000326,1,0.004,0.003333
hex,#172C51,1,0.000326,1,0.004,0.005
hex,#173B7A,1,0.000326,1,0.004,0.003333
hex,#17688D,1,0.000326,1,0.004,0.003333
hex,#177517,1,0.000326,1,0.004,0.005
hex,#177EB8,1,0.000326,1,0.004,0.003333
hex,#17872D,1,0.000326,1,0.004,0.003333
hex,#178A16,1,0.000326,1,0.004,0.003333
hex,#181D21,1,0.000326,1,0.004,0.005
hex,#183D78,1,0.000326,1,0.004,0.003333
hex,#183F52,1,0.000326,1,0.004,0.003333
hex,#1845FB,1,0.000326,1,0.004,0.005
hex,#1864AB,1,0.000326,1,0.004,0.003333
hex,#188B2E,1,0.000326,1,0.004,0.005
hex,#18A57F,1,0.000326,1,0.004,0.003333
hex,#18B5C6,1,0.000326,1,0.004,0.003333
hex,#194473,1,0.000326,1,0.004,0.005
hex,#195AA8,1,0.000326,1,0.004,0.005
hex,#1A3380,1,0.000326,1,0.004,0.005
hex,#1B1B1B,1,0.000326,1,0.004,0.005
hex,#1B2A4D,1,0.000326,1,0.004,0.003333
hex,#1B4965,1,0.000326,1,0.004,0.005
hex,#1B4B87,1,0.000326,1,0.004,0.005
hex,#1B7E34,1,0.000326,1,0.004,0.005
hex,#1B9E8A,1,0.000326,1,0.004,0.005
hex,#1C09CC,1,0.000326,1,0.004,0.005
hex,#1C229E,1,0.000326,1,0.004,0.005
hex,#1C71B7,1,0.000326,1,0.004,0.003333
hex,#1D112C,1,0.000326,1,0.004,0.005
hex,#1D3E4F,1,0.000326,1,0.004,0.003333
hex,#1D4ED8,1,0.000326,1,0.004,0.005
hex,#1D6C8E,1,0.000326,1,0.004,0.003333
hex,#1D705A,1,0.000326,1,0.004,0.003333
hex,#1DAFEA,1,0.000326,1,0.004,0.005
hex,#1E2C1E,1,0.000326,1,0.004,0.003333
hex,#1E2C9E,1,0.000326,1,0.004,0.005
hex,#1E2D3D,1,0.000326,1,0.004,0.003333
hex,#1E3557,1,0.000326,1,0.004,0.005
hex,#1E3850,1,0.000326,1,0.004,0.003333
hex,#1E3B4A,1,0.000326,1,0.004,0.003333
hex,#1E3C6E,1,0.000326,1,0.004,0.005
hex,#1E40AF,1,0.000326,1,0.004,0.005
hex,#1E6D92,1,0.000326,1,0.004,0.003333
hex,#1E8449,1,0.000326,1,0.004,0.005
hex,#1E8F47,1,0.000326,1,0.004,0.005
hex,#1E9E3A,1,0.000326,1,0.004,0.003333
hex,#1EA054,1,0.000326,1,0.004,0.005
hex,#1F3143,1,0.000326,1,0.004,0.003333
hex,#1F3A4D,1,0.000326,1,0.004,0.003333
hex,#1F5A75,1,0.000326,1,0.004,0.005
hex,#1F5A8A,1,0.000326,1,0.004,0.005
hex,#1F5A9D,1,0.000326,1,0.004,0.005
hex,#1F5EA5,1,0.000326,1,0.004,0.005
hex,#1F5F4D,1,0.000326,1,0.004,0.003333
hex,#1FA187,1,0.000326,1,0.004,0.003333
hex,#1FA4E0,1,0.000326,1,0.004,0.003333
hex,#203555,1,0.000326,1,0.004,0.003333
hex,#203864,1,0.000326,1,0.004,0.003333
hex,#2077B4,1,0.000326,1,0.004,0.005
hex,#2078B0,1,0.000326,1,0.004,0.003333
hex,#209080,1,0.000326,1,0.004,0.003333
hex,#20968A,1,0.000326,1,0.004,0.005
hex,#209FD3,1,0.000326,1,0.004,0.005
hex,#20A859,1,0.000326,1,0.004,0.003333
hex,#20A9E9,1,0.000326,1,0.004,0.003333
hex,#20B7F5,1,0.000326,1,0.004,0.003333
hex,#20BFC4,1,0.000326,1,0.004,0.003333
hex,#213B9A,1,0.000326,1,0.004,0.003333
hex,#21558C,1,0.000326,1,0.004,0.003333
hex,#215E8C,1,0.000326,1,0.004,0.005
hex,#216B61,1,0.000326,1,0.004,0.003333
hex,#2274A5,1,0.000326,1,0.004,0.003333
hex,#2279B5,1,0.000326,1,0.004,0.003333
hex,#229CB7,1,0.000326,1,0.004,0.003333
hex,#22A3B9,1,0.000326,1,0.004,0.003333
hex,#23115E,1,0.000326,1,0.004,0.003333
hex,#23372D,1,0.000326,1,0.004,0.003333
hex,#233B8E,1,0.000326,1,0.004,0.003333
hex,#2358D6,1,0.000326,1,0.004,0.003333
hex,#237AB6,1,0.000326,1,0.004,0.005
hex,#238F8C,1,0.000326,1,0.004,0.005
hex,#239389,1,0.000326,1,0.004,0.003333
hex,#243447,1,0.000326,1,0.004,0.003333
hex,#24358A,1,0.000326,1,0.004,0.003333
hex,#2454D6,1,0.000326,1,0.004,0.005
hex,#2474C5,1,0.000326,1,0.004,0.003333
hex,#249189,1,0.000326,1,0.004,0.005
hex,#252A3A,1,0.000326,1,0.004,0.003333
hex,#253494,1,0.000326,1,0.004,0.005
hex,#25377B,1,0.000326,1,0.004,0.005
hex,#254E80,1,0.000326,1,0.004,0.005
hex,#25D1EC,1,0.000326,1,0.004,0.005
hex,#263A22,1,0.000326,1,0.004,0.003333
hex,#263B6A,1,0.000326,1,0.004,0.003333
hex,#263EFF,1,0.000326,1,0.004,0.003333
hex,#2677B8,1,0.000326,1,0.004,0.005
hex,#267BB6,1,0.000326,1,0.004,0.005
hex,#27333A,1,0.000326,1,0.004,0.005
hex,#276EAF,1,0.000326,1,0.004,0.005
hex,#277DA1,1,0.000326,1,0.004,0.003333
hex,#277F8E,1,0.000326,1,0.004,0.003333
hex,#27B9C8,1,0.000326,1,0.004,0.003333
hex,#284C5F,1,0.000326,1,0.004,0.003333
hex,#284C86,1,0.000326,1,0.004,0.005
hex,#286091,1,0.000326,1,0.004,0.003333
hex,#2878B8,1,0.000326,1,0.004,0.005
hex,#28798D,1,0.000326,1,0.004,0.005
hex,#28848C,1,0.000326,1,0.004,0.005
hex,#28A838,1,0.000326,1,0.004,0.005
hex,#28AE80,1,0.000326,1,0.004,0.003333
hex,#292929,1,0.000326,1,0.004,0.005
hex,#297A8D,1,0.000326,1,0.004,0.005
hex,#29A8C0,1,0.000326,1,0.004,0.005
hex,#29B8D0,1,0.000326,1,0.004,0.005
hex,#2A66AA,1,0.000326,1,0.004,0.005
hex,#2A8FD4,1,0.000326,1,0.004,0.005
hex,#2AA02A,1,0.000326,1,0.004,0.003333
hex,#2B5A9B,1,0.000326,1,0.004,0.003333
hex,#2B5D72,1,0.000326,1,0.004,0.003333
hex,#2B5E70,1,0.000326,1,0.004,0.003333
hex,#2B6E9E,1,0.000326,1,0.004,0.003333
hex,#2B78C5,1,0.000326,1,0.004,0.005
hex,#2B79A8,1,0.000326,1,0.004,0.003333
hex,#2B83B7,1,0.000326,1,0.004,0.005
hex,#2B94D6,1,0.000326,1,0.004,0.003333
hex,#2BAA67,1,0.000326,1,0.004,0.005
hex,#2BAF93,1,0.000326,1,0.004,0.003333
hex,#2BB673,1,0.000326,1,0.004,0.003333
hex,#2C6DB2,1,0.000326,1,0.004,0.005
hex,#2C6FAC,1,0.000326,1,0.004,0.005
hex,#2C6FB5,1,0.000326,1,0.004,0.005
hex,#2C718D,1,0.000326,1,0.004,0.005
hex,#2C7193,1,0.000326,1,0.004,0.003333
hex,#2C728E,1,0.000326,1,0.004,0.003333
hex,#2C7BB6,1,0.000326,1,0.004,0.003333
hex,#2C82BE,1,0.000326,1,0.004,0.003333
hex,#2C9B5A,1,0.000326,1,0.004,0.003333
hex,#2C9BD6,1,0.000326,1,0.004,0.003333
hex,#2C9F2C,1,0.000326,1,0.004,0.005
hex,#2CA24C,1,0.000326,1,0.004,0.005
hex,#2CA6A4,1,0.000326,1,0.004,0.005
hex,#2D4A9E,1,0.000326,1,0.004,0.005
hex,#2D5D86,1,0.000326,1,0.004,0.003333
hex,#2D63B8,1,0.000326,1,0.004,0.003333
hex,#2D668A,1,0.000326,1,0.004,0.003333
hex,#2D6CDF,1,0.000326,1,0.004,0.003333
hex,#2D8CDE,1,0.000326,1,0.004,0.003333
hex,#2D977C,1,0.000326,1,0.004,0.003333
hex,#2DBCEB,1,0.000326,1,0.004,0.003333
hex,#2E0F6D,1,0.000326,1,0.004,0.003333
hex,#2E3194,1,0.000326,1,0.004,0.003333
hex,#2E3440,1,0.000326,1,0.004,0.003333
hex,#2E528F,1,0.000326,1,0.004,0.003333
hex,#2E5A85,1,0.000326,1,0.004,0.003333
hex,#2E5F7F,1,0.000326,1,0.004,0.005
hex,#2E6DB4,1,0.000326,1,0.004,0.003333
hex,#2E6F40,1,0.000326,1,0.004,0.005
hex,#2E6FAD,1,0.000326,1,0.004,0.005
hex,#2E6FCC,1,0.000326,1,0.004,0.003333
hex,#2E7DB5,1,0.000326,1,0.004,0.003333
hex,#2E897F,1,0.000326,1,0.004,0.003333
hex,#2E8B3C,1,0.000326,1,0.004,0.003333
hex,#2E8D8B,1,0.000326,1,0.004,0.005
hex,#2E8F32,1,0.000326,1,0.004,0.003333
hex,#2E9A8A,1,0.000326,1,0.004,0.005
hex,#2E9F4B,1,0.000326,1,0.004,0.005
hex,#2EAD63,1,0.000326,1,0.004,0.003333
hex,#2EAD8C,1,0.000326,1,0.004,0.003333
hex,#2F3242,1,0.000326,1,0.004,0.003333
hex,#2F3E79,1,0.000326,1,0.004,0.005
hex,#2F4B7C,1,0.000326,1,0.004,0.005
hex,#2F5DCE,1,0.000326,1,0.004,0.003333
hex,#2F6447,1,0.000326,1,0.004,0.003333
hex,#2F659D,1,0.000326,1,0.004,0.003333
hex,#2F6CB5,1,0.000326,1,0.004,0.005
hex,#2F6FD6,1,0.000326,1,0.004,0.003333
hex,#2F6FDE,1,0.000326,1,0.004,0.003333
hex,#2F70C0,1,0.000326,1,0.004,0.003333
hex,#2F71AE,1,0.000326,1,0.004,0.003333
hex,#2F72B5,1,0.000326,1,0.004,0.003333
hex,#2F78B0,1,0.000326,1,0.004,0.003333
hex,#2F7EBA,1,0.000326,1,0.004,0.003333
hex,#2F7F55,1,0.000326,1,0.004,0.003333
hex,#2F7FA7,1,0.000326,1,0.004,0.005
hex,#2F80B7,1,0.000326,1,0.004,0.003333
hex,#2F80B8,1,0.000326,1,0.004,0.003333
hex,#2F80CE,1,0.000326,1,0.004,0.003333
hex,#2F855A,1,0.000326,1,0.004,0.005
hex,#2F86C7,1,0.000326,1,0.004,0.003333
hex,#2F8DF5,1,0.000326,1,0.004,0.003333
hex,#2F8F2F,1,0.000326,1,0.004,0.003333
hex,#2F94D0,1,0.000326,1,0.004,0.003333
hex,#2F9BF4,1,0.000326,1,0.004,0.003333
hex,#2F9EBB,1,0.000326,1,0.004,0.005
hex,#2FA5A5,1,0.000326,1,0.004,0.003333
hex,#2FBF71,1,0.000326,1,0.004,0.003333
hex,#2FE4AE,1,0.000326,1,0.004,0.005
hex,#300604,1,0.000326,1,0.004,0.005
hex,#303877,1,0.000326,1,0.004,0.003333
hex,#304455,1,0.000326,1,0.004,0.005
hex,#30658D,1,0.000326,1,0.004,0.005
hex,#306694,1,0.000326,1,0.004,0.005
hex,#30B873,1,0.000326,1,0.004,0.005
hex,#315BEA,1,0.000326,1,0.004,0.005
hex,#315D5C,1,0.000326,1,0.004,0.003333
hex,#3165A7,1,0.000326,1,0.004,0.003333
hex,#31688B,1,0.000326,1,0.004,0.005
hex,#3174BB,1,0.000326,1,0.004,0.005
hex,#31778E,1,0.000326,1,0.004,0.003333
hex,#3182B5,1,0.000326,1,0.004,0.003333
hex,#31D5AD,1,0.000326,1,0.004,0.005
hex,#323D35,1,0.000326,1,0.004,0.003333
hex,#324FAA,1,0.000326,1,0.004,0.003333
hex,#3288BD,1,0.000326,1,0.004,0.003333
hex,#32A035,1,0.000326,1,0.004,0.005
hex,#32A67B,1,0.000326,1,0.004,0.003333
hex,#32B897,1,0.000326,1,0.004,0.005
hex,#332D2B,1,0.000326,1,0.004,0.003333
hex,#334BFF,1,0.000326,1,0.004,0.005
hex,#339999,1,0.000326,1,0.004,0.003333
hex,#3399FF,1,0.000326,1,0.004,0.003333
hex,#339D83,1,0.000326,1,0.004,0.003333
hex,#33A665,1,0.000326,1,0.004,0.005
hex,#33B07A,1,0.000326,1,0.004,0.003333
hex,#342F8E,1,0.000326,1,0.004,0.003333
hex,#343434,1,0.000326,1,0.004,0.005
hex,#34352C,1,0.000326,1,0.004,0.003333
hex,#345D8C,1,0.000326,1,0.004,0.005
hex,#34749C,1,0.000326,1,0.004,0.003333
hex,#3478B8,1,0.000326,1,0.004,0.003333
hex,#3478D1,1,0.000326,1,0.004,0.003333
hex,#34A6D8,1,0.000326,1,0.004,0.003333
hex,#355751,1,0.000326,1,0.004,0.003333
hex,#3565FF,1,0.000326,1,0.004,0.003333
hex,#356F88,1,0.000326,1,0.004,0.003333
hex,#3577D4,1,0.000326,1,0.004,0.003333
hex,#357BA3,1,0.000326,1,0.004,0.003333
hex,#358E58,1,0.000326,1,0.004,0.003333
hex,#35D88F,1,0.000326,1,0.004,0.003333
hex,#364650,1,0.000326,1,0.004,0.003333
hex,#364E5A,1,0.000326,1,0.004,0.005
hex,#365987,1,0.000326,1,0.004,0.005
hex,#365C8D,1,0.000326,1,0.004,0.003333
hex,#365CC7,1,0.000326,1,0.004,0.003333
hex,#365E8D,1,0.000326,1,0.004,0.005
hex,#36618C,1,0.000326,1,0.004,0.005
hex,#3666FF,1,0.000326,1,0.004,0.003333
hex,#367660,1,0.000326,1,0.004,0.003333
hex,#3678B5,1,0.000326,1,0.004,0.005
hex,#36A852,1,0.000326,1,0.004,0.005
hex,#36ADA4,1,0.000326,1,0.004,0.003333
hex,#3724C4,1,0.000326,1,0.004,0.005
hex,#374151,1,0.000326,1,0.004,0.005
hex,#37719F,1,0.000326,1,0.004,0.003333
hex,#3776AB,1,0.000326,1,0.004,0.003333
hex,#377D21,1,0.000326,1,0.004,0.003333
hex,#37A89C,1,0.000326,1,0.004,0.003333
hex,#37B6D2,1,0.000326,1,0.004,0.005
hex,#384651,1,0.000326,1,0.004,0.005
hex,#38503B,1,0.000326,1,0.004,0.003333
hex,#38598C,1,0.000326,1,0.004,0.003333
hex,#38A048,1,0.000326,1,0.004,0.003333
hex,#38A169,1,0.000326,1,0.004,0.005
hex,#38AD58,1,0.000326,1,0.004,0.005
hex,#38D8D8,1,0.000326,1,0.004,0.003333
hex,#393626,1,0.000326,1,0.004,0.003333
hex,#39518A,1,0.000326,1,0.004,0.005
hex,#395750,1,0.000326,1,0.004,0.003333
hex,#3987C0,1,0.000326,1,0.004,0.003333
hex,#3A4C85,1,0.000326,1,0.004,0.003333
hex,#3A518A,1,0.000326,1,0.004,0.005
hex,#3A565F,1,0.000326,1,0.004,0.003333
hex,#3A5A98,1,0.000326,1,0.004,0.003333
hex,#3A6FB5,1,0.000326,1,0.004,0.005
hex,#3A78C2,1,0.000326,1,0.004,0.005
hex,#3A84BE,1,0.000326,1,0.004,0.005
hex,#3A8BC2,1,0.000326,1,0.004,0.003333
hex,#3A8CCB,1,0.000326,1,0.004,0.005
hex,#3A91C1,1,0.000326,1,0.004,0.005
hex,#3A9775,1,0.000326,1,0.004,0.003333
hex,#3A9E6F,1,0.000326,1,0.004,0.005
hex,#3A9ED7,1,0.000326,1,0.004,0.005
hex,#3B0F9F,1,0.000326,1,0.004,0.003333
hex,#3B1F2B,1,0.000326,1,0.004,0.005
hex,#3B1FC5,1,0.000326,1,0.004,0.003333
hex,#3B3BFF,1,0.000326,1,0.004,0.003333
hex,#3B5873,1,0.000326,1,0.004,0.005
hex,#3B688C,1,0.000326,1,0.004,0.005
hex,#3B78A1,1,0.000326,1,0.004,0.005
hex,#3B78B5,1,0.000326,1,0.004,0.005
hex,#3B78B8,1,0.000326,1,0.004,0.003333
hex,#3B7CA5,1,0.000326,1,0.004,0.003333
hex,#3B82B6,1,0.000326,1,0.004,0.003333
hex,#3B8F76,1,0.000326,1,0.004,0.003333
hex,#3BAB75,1,0.000326,1,0.004,0.005
hex,#3BAC62,1,0.000326,1,0.004,0.003333
hex,#3BAF4C,1,0.000326,1,0.004,0.003333
hex,#3BB876,1,0.000326,1,0.004,0.003333
hex,#3C343B,1,0.000326,1,0.004,0.005
hex,#3C4C89,1,0.000326,1,0.004,0.005
hex,#3C6682,1,0.000326,1,0.004,0.003333
hex,#3C7800,1,0.000326,1,0.004,0.005
hex,#3C8DCE,1,0.000326,1,0.004,0.003333
hex,#3D2F2A,1,0.000326,1,0.004,0.005
hex,#3D3D3D,1,0.000326,1,0.004,0.003333
hex,#3D4C94,1,0.000326,1,0.004,0.005
hex,#3D76E6,1,0.000326,1,0.004,0.003333
hex,#3D7F44,1,0.000326,1,0.004,0.003333
hex,#3D81B3,1,0.000326,1,0.004,0.005
hex,#3D82EA,1,0.000326,1,0.004,0.003333
hex,#3D85C6,1,0.000326,1,0.004,0.005
hex,#3D8CC1,1,0.000326,1,0.004,0.003333
hex,#3D9A5A,1,0.000326,1,0.004,0.003333
hex,#3D9BE9,1,0.000326,1,0.004,0.005
hex,#3DE2AD,1,0.000326,1,0.004,0.003333
hex,#3E3025,1,0.000326,1,0.004,0.003333
hex,#3E315F,1,0.000326,1,0.004,0.003333
hex,#3E356B,1,0.000326,1,0.004,0.003333
hex,#3E4E8A,1,0.000326,1,0.004,0.003333
hex,#3E6FEA,1,0.000326,1,0.004,0.003333
hex,#3E7E2D,1,0.000326,1,0.004,0.003333
hex,#3E7EBB,1,0.000326,1,0.004,0.003333
hex,#3E8C87,1,0.000326,1,0.004,0.003333
hex,#3E8E55,1,0.000326,1,0.004,0.003333
hex,#3E9ED7,1,0.000326,1,0.004,0.005
hex,#3F087D,1,0.000326,1,0.004,0.005
hex,#3F4887,1,0.000326,1,0.004,0.005
hex,#3F4888,1,0.000326,1,0.004,0.005
hex,#3F5060,1,0.000326,1,0.004,0.005
hex,#3F79D5,1,0.000326,1,0.004,0.003333
hex,#3F7FEA,1,0.000326,1,0.004,0.003333
hex,#3F80C5,1,0.000326,1,0.004,0.005
hex,#3F83CC,1,0.000326,1,0.004,0.005
hex,#3F85EA,1,0.000326,1,0.004,0.003333
hex,#3F88C5,1,0.000326,1,0.004,0.003333
hex,#3F8E42,1,0.000326,1,0.004,0.003333
hex,#3F8EC5,1,0.000326,1,0.004,0.003333
hex,#3FAE67,1,0.000326,1,0.004,0.003333
hex,#3FAE72,1,0.000326,1,0.004,0.005
hex,#40307A,1,0.000326,1,0.004,0.003333
hex,#4074D6,1,0.000326,1,0.004,0.005
hex,#4079AE,1,0.000326,1,0.004,0.005
hex,#407BB2,1,0.000326,1,0.004,0.005
hex,#408A72,1,0.000326,1,0.004,0.003333
hex,#40A050,1,0.000326,1,0.004,0.003333
hex,#40A84B,1,0.000326,1,0.004,0.005
hex,#414A8D,1,0.000326,1,0.004,0.003333
hex,#41658E,1,0.000326,1,0.004,0.003333
hex,#4168E1,1,0.000326,1,0.004,0.003333
hex,#419A72,1,0.000326,1,0.004,0.005
hex,#41AB5D,1,0.000326,1,0.004,0.003333
hex,#423B82,1,0.000326,1,0.004,0.005
hex,#423E83,1,0.000326,1,0.004,0.005
hex,#424242,1,0.000326,1,0.004,0.003333
hex,#426DB3,1,0.000326,1,0.004,0.003333
hex,#426F9C,1,0.000326,1,0.004,0.005
hex,#42A5A5,1,0.000326,1,0.004,0.005
hex,#42A5F5,1,0.000326,1,0.004,0.003333
hex,#42B172,1,0.000326,1,0.004,0.005
hex,#434343,1,0.000326,1,0.004,0.005
hex,#43682A,1,0.000326,1,0.004,0.003333
hex,#436CC5,1,0.000326,1,0.004,0.003333
hex,#43A047,1,0.000326,1,0.004,0.003333
hex,#43A2D4,1,0.000326,1,0.004,0.003333
hex,#43C6E0,1,0.000326,1,0.004,0.005
hex,#440155,1,0.000326,1,0.004,0.003333
hex,#443983,1,0.000326,1,0.004,0.003333
hex,#446791,1,0.000326,1,0.004,0.003333
hex,#4479B6,1,0.000326,1,0.004,0.005
hex,#449364,1,0.000326,1,0.004,0.003333
hex,#44A29D,1,0.000326,1,0.004,0.003333
hex,#44A447,1,0.000326,1,0.004,0.005
hex,#452270,1,0.000326,1,0.004,0.005
hex,#45545A,1,0.000326,1,0.004,0.003333
hex,#4575A6,1,0.000326,1,0.004,0.003333
hex,#4588D9,1,0.000326,1,0.004,0.005
hex,#458EC3,1,0.000326,1,0.004,0.005
hex,#45A1E2,1,0.000326,1,0.004,0.005
hex,#45A778,1,0.000326,1,0.004,0.003333
hex,#461566,1,0.000326,1,0.004,0.005
hex,#461869,1,0.000326,1,0.004,0.005
hex,#462975,1,0.000326,1,0.004,0.005
hex,#462F7D,1,0.000326,1,0.004,0.005
hex,#46327E,1,0.000326,1,0.004,0.003333
hex,#46458A,1,0.000326,1,0.004,0.005
hex,#464A45,1,0.000326,1,0.004,0.005
hex,#46A64B,1,0.000326,1,0.004,0.003333
hex,#46AA46,1,0.000326,1,0.004,0.005
hex,#46B678,1,0.000326,1,0.004,0.005
hex,#472D7B,1,0.000326,1,0.004,0.003333
hex,#474473,1,0.000326,1,0.004,0.003333
hex,#476B7E,1,0.000326,1,0.004,0.003333
hex,#4774CA,1,0.000326,1,0.004,0.005
hex,#47AB73,1,0.000326,1,0.004,0.005
hex,#47B978,1,0.000326,1,0.004,0.005
hex,#4845A8,1,0.000326,1,0.004,0.003333
hex,#48522A,1,0.000326,1,0.004,0.003333
hex,#487BB3,1,0.000326,1,0.004,0.003333
hex,#4888C8,1,0.000326,1,0.004,0.005
hex,#489568,1,0.000326,1,0.004,0.003333
hex,#48A868,1,0.000326,1,0.004,0.003333
hex,#48C774,1,0.000326,1,0.004,0.003333
hex,#493E60,1,0.000326,1,0.004,0.003333
hex,#4981B9,1,0.000326,1,0.004,0.003333
hex,#498BA7,1,0.000326,1,0.004,0.003333
hex,#498FE1,1,0.000326,1,0.004,0.005
hex,#4A00A8,1,0.000326,1,0.004,0.005
hex,#4A0D54,1,0.000326,1,0.004,0.003333
hex,#4A4B53,1,0.000326,1,0.004,0.005
hex,#4A55FF,1,0.000326,1,0.004,0.003333
hex,#4A76A8,1,0.000326,1,0.004,0.003333
hex,#4A78B5,1,0.000326,1,0.004,0.003333
hex,#4A81B2,1,0.000326,1,0.004,0.003333
